,age_ratings,aggregated_rating,aggregated_rating_count,alternative_names,artworks,bundles,category,collection,cover,created_at,dlcs,expansions,external_games,first_release_date,franchise,franchises,game_engines,game_modes,genres,hypes,id,involved_companies,keywords,multiplayer_modes,name,parent_game,platforms,player_perspectives,popularity,pulse_count,rating,rating_count,release_dates,screenshots,similar_games,slug,standalone_expansions,status,storyline,summary,tags,themes,time_to_beat,total_rating,total_rating_count,updated_at,url,version_parent,version_title,videos,websites
261,[21279],,,,,,0,,64221.0,1521590400,,,,1522281600.0,,,,"[1, 2, 3]","[25, 33]",,95025,[63572],,,Johnny Turbo's Arcade: Bad Dudes,,[130],[4],1.0,,60.0,0.0,[149438],"[203186, 203187, 203188, 203189, 203190, 203191]","[134, 15851, 19959, 53029, 76253, 87728, 89771, 100800, 109607, 113109]",johnny-turbos-arcade-bad-dudes,,,,Rampant ninja related crimes these days... Whitehouse is not the exception...,"[1, 268435481, 268435489]",[1],,60.0,0.0,1524355200,https://www.igdb.com/games/johnny-turbos-arcade-bad-dudes,9164.0,Johnny Turbo's Arcade,,
262,[26196],,,,,,0,,83922.0,1571788800,,,,1577232000.0,,,,[2],"[13, 14, 33]",,125014,[86646],,,8-Ball Pocket,,[130],,1.0,,,,[178913],"[337650, 337651, 337652, 337653, 337654, 337655]","[87053, 103218, 112078, 114285, 116353, 117665, 118871, 120126, 120268, 121435]",8-ball-pocket,,,,"8-Ball Pocket brings you eight-ball pool, also known as American billiards. You can compete with up to 4 friends or against the AI in Versus mode, or challenge the best in the world in Arcade mode, where you can make combo shots and rack up points to become Number 1 in the online ranking. All of this comes in a setting with great graphics and Jazz music.","[268435469, 268435470, 268435489]",,,,,1573776000,https://www.igdb.com/games/8-ball-pocket,,,,[123316]
263,[25022],,,,,,0,,67305.0,1532044800,,,,1532044800.0,,,,"[1, 2, 4]","[10, 33]",,105590,[81411],,,VSR: Void Space Racing,,[130],,1.445778115533162,,57.0,0.0,[163324],"[220550, 220551, 220552, 220553, 220554, 220555]","[27378, 80382, 90788, 90965, 103018, 107196, 107215, 109292, 111151, 120268]",vsr-void-space-racing,,,,"If you're looking for your generic futuristic racer, look for it elsewhere - this game is not for the faint of heart! Impactful and challenging, VSR: Void Space Racing gives you the opportunity to fly through vast and diverse locations in outer space and prove yourself worthy of the first place!","[268435466, 268435489]",,,57.0,0.0,1562544000,https://www.igdb.com/games/vsr-void-space-racing,,,,
264,,,,[22268],,,0,,,1526083200,,,,,,,,"[1, 3]",,,101175,[64764],,,LUNAXXX,,[130],[4],1.4355223888205,2.0,,,[152424],,,lunaxxx,,,,,,,,,,1526083200,https://www.igdb.com/games/lunaxxx,,,,
265,[21014],,,,,,0,,63244.0,1507507200,,,[576819],1519257600.0,,,,"[1, 2]","[8, 9, 31]",,74285,[62331],"[531, 16932]",,Membrane,,[130],[4],1.0,,87.0,1.0,[147659],"[128503, 128504, 128505, 128506, 128507]","[20342, 24426, 25646, 28070, 55173, 55190, 110503, 111130, 116681, 118313]",membrane,,,,"Build, bend and break your world!","[1, 268435464, 268435465, 268435487, 536871443, 536887844]",[1],,87.0,1.0,1562457600,https://www.igdb.com/games/membrane,,,[16275],"[58946, 58947, 72250]"
266,,,,,,,0,,62066.0,1500076800,,,[101592],1501113600.0,,,,"[1, 2]",[15],,51409,[52149],[1361],,Physical Contact: SPEED,,[130],,1.0,,,,[142187],"[168703, 168704, 168705, 168706, 168707, 168708, 168709, 168710, 168711, 168712, 168713, 168714]","[36258, 53189, 65827, 79134, 86558, 102420, 111150, 112754, 119156, 119188]",physical-contact-speed,,,,"GAME DETAILS 
It is a game series where two people can play against one device. 
If you play with your body in close contact, the match will be more fun. 
Any two partners, including parents, friends, lover, etc, are suitable. 
Because it is simple and rules that everyone knows, you can start the game immediately on the spot.","[268435471, 536872273]",,,,,1518048000,https://www.igdb.com/games/physical-contact-speed,,,[14928],[52013]
267,[24503],,,,,,0,,75772.0,1554940800,,,,1555027200.0,,,,"[1, 2]",[14],,117301,[80945],"[58, 679]",,Street Basketball,,[130],[4],1.0,,,,[168040],,"[4037, 103218, 103275, 109606, 114285, 114286, 116350, 116352, 116353, 119422]",street-basketball,,,,"Test your dueling instincts in one-on-one matches! Choose from multiple characters with their signature ability shots. Pick their looks from the list of available outfits. Make them better players by improving their stats! Challenge your friends in one-on-one local multiplayer mode! Shoot, block, shove and dunk your way through tournaments to unlock additional characters.","[268435470, 536870970, 536871591]",,,,,1562112000,https://www.igdb.com/games/street-basketball,,,,[106855]
268,,,,,,,0,,30652.0,1500681600,,,"[101609, 253736]",1501200000.0,,,,"[1, 2]","[8, 14, 33]",,51950,[52348],[2049],,Ultra Hyperball,,[130],[4],1.0,,,,[100300],"[177503, 177504, 177505, 177506, 177507, 177508, 177509, 177510, 177511, 177512, 177513, 177514]","[15851, 55190, 63138, 87053, 89597, 90965, 114286, 116352, 116353, 120268]",ultra-hyperball,,,,"Climb the ranks in the game's single player story mode. Play as Jay, an unlikely hero, battling against the odds to join the Hyperball league!","[268435464, 268435470, 268435489, 536872961]",,,,,1531785600,https://www.igdb.com/games/ultra-hyperball,,,"[15060, 15061]",[52755]
269,[26061],,,,,,0,,82973.0,1543881600,,,,1543449600.0,,,,"[1, 2]","[13, 14, 33]",,113076,"[85938, 85939]",,,3D Billiards: Pool & Snooker,,[130],,1.0,,,,[177750],"[336457, 336458, 336459, 336460, 336461, 336462]","[87053, 103218, 112078, 114285, 116353, 117665, 118871, 120126, 120268, 121435]",3d-billiards-pool-and-snooker,,,,"Step up to the virtual table and show what you can do with a cue! In addition to the pool hall classic eight-ball, you can also play nine-ball, ten-ball and even snooker! Whether alone against the AI or in a duel against a real player on the same console, you'll send balls careening across the table in four selectable, highly-detailed rooms as you work your way up the local high score list. 
 
Choose from ten attractive avatars as you duel against AI opponents of varying difficulty levels. Get pumped up by the engaging pool-playing soundtrack. And listen closely for the authentic sound effects, like the clack of the balls, collisions, breaks and the characteristic way the balls roll across the table. Take aim, put a bit of finesse on your shot and play like a real pro!","[268435469, 268435470, 268435489]",,,,,1571356800,https://www.igdb.com/games/3d-billiards-pool-and-snooker,,,,
270,,,,,,,0,3061.0,67451.0,1528934400,,,,,1008.0,[1008],,[1],[33],,103363,"[65636, 65637]",,,Arcade Archives SKY SKIPPER,,[130],[4],1.0,3.0,,,[153975],"[239129, 239130, 239131, 239132, 239133, 239134]","[76253, 87668, 87728, 89025, 90788, 90965, 99737, 100800, 114874, 115456]",arcade-archives-sky-skipper,,,,"""Sky Skipper"" is a shooting action game released in 1981 by Nintendo. Dodge enemy attacks and counterattack with your bombs! Get even more points by saving the right combination of 4 animals! Don't forget to go and replenish your fuel when you run low.","[1, 268435489]",[1],,,,1532908800,https://www.igdb.com/games/arcade-archives-sky-skipper,18546.0,Arcade Archives,,
271,[26067],,,,,,0,,82980.0,1542153600,,,,1543363200.0,,,,[2],"[4, 33]",,112088,[85945],,,99Vidas: Definitive Edition,,[130],,1.0,1.0,,,[177757],"[336463, 336464, 336465, 336466, 336467, 336468]","[4052, 36794, 87728, 103356, 103369, 105418, 109277, 112589, 117939, 120268]",99vidas-definitive-edition,,,,"The definitive 99Vidas experience! More Stages, More Enemies, More Game Modes! 
 
'99Vidas' is a brawler set in a contemporary world, that pays tribute to both the classic and the new in the gaming industry. Brought to you in 16-bit pixelated glory, chock-full of references to not only gaming but also 80's and 90's pop culture. '99Vidas' takes full advantage of modern era gameplay mechanics, making it the best of both worlds.","[1, 268435460, 268435489]",[1],,,,1571356800,https://www.igdb.com/games/99vidas-definitive-edition,26678.0,Definitive Edition,[30545],
272,[14969],70.0,1.0,,,,0,,82977.0,1507680000,,,,1507766400.0,,,,[1],"[8, 32, 33]",,74315,[55502],,,88 Heroes - 98 Heroes Edition,,[130],,1.668604802481924,1.0,60.0,0.0,[177754],"[128877, 151131, 151132, 151133, 151134, 151135, 151136]","[10039, 22799, 25311, 28070, 89597, 105269, 111130, 113895, 116681, 120268]",88-heroes-98-heroes-edition,,,,"It's 8:08am on 8th August 1988, and the evil Dr. H8 has brought the world to the brink of total annihilation! His demands are simple: pay $88 octillion within 88 minutes, or Dr. H8's 88 thermo-nuclear warheads will wipe out the Earth! But who will save us in our time of need? The bravest? The boldest? No... the 88 Heroes (plus ten of their friends)! 
 
Prepare to infiltrate Dr. H8's lair with the help of the strangest, dumbest and most pointless superheroes ever! With 88 levels between you and Dr. H8, only 88 seconds to complete each level and the 88-minute Doomsday clock already ticking, lead 98 unique characters – each with their own special abilities – on a platform-hopping, enemy-smashing, danger-dodging mission to save Earth from complete destruction!","[1, 18, 268435464, 268435488, 268435489]","[1, 18]",,65.0,1.0,1571356800,https://www.igdb.com/games/88-heroes-98-heroes-edition,23501.0,98 Heroes Edition,[30543],[59087]
273,,66.0,1.0,,,,0,,61484.0,1517356800,,,,1506556800.0,,,,,,,85050,[60697],,,Conga Master Party!,,[130],,1.0,,73.0,0.0,[138436],"[155309, 155310, 155311, 155312, 155313, 155314]",,conga-master-party,,,,"Come on down, it's time to conga!",,,,69.5,1.0,1530403200,https://www.igdb.com/games/conga-master-party,,,,
274,[22889],,,"[22726, 22727]",,,0,,67497.0,1532736000,,,,1536883200.0,,,,"[1, 3]","[13, 31]",,106288,[68260],,,Nintendo Labo: Toy-Con 03 - Vehicle Kit,,[130],[2],1.0,18.0,73.0,0.0,[156313],"[250512, 250513, 250514, 250515, 250516, 250517, 250518, 250519, 250520, 250521, 250522, 250523]","[25311, 28129, 28277, 37419, 43130, 81680, 87975, 90387, 101573, 105011]",nintendo-labo-toy-con-03-vehicle-kit,,,,"This brand-new Nintendo Labo kit contains materials to build a variety of customisable cardboard creations called Toy-Con, including a Car, a Submarine, a Plane, a Pedal, two Keys and more. Insert one of the assembled Keys into any of the vehicles to enjoy a variety of fun games and activities. Changing between vehicles while adventuring is easy – just remove the key from one and slot it into another to transform from an airplane pilot to a submarine captain.","[35, 268435469, 268435487]",[35],,73.0,0.0,1564617600,https://www.igdb.com/games/nintendo-labo-toy-con-03-vehicle-kit,,,,[86319]
275,[25400],,,,,,0,,70284.0,1532044800,,,"[1284597, 1738085]",1585612800.0,,,,"[1, 2, 3]","[8, 9, 31, 32]",1.0,105680,"[83179, 83180]",,,Phogs!,,[130],,3.45177963543239,3.0,,,[174419],"[269143, 269144, 269145, 269146]","[27266, 28070, 28528, 55190, 81275, 106992, 109129, 110503, 116681, 119702]",phogs,,,,"In PHOGS!, you play as a duo of dogs, Red and Blue, on a captivating, puzzle-filled adventure solo or with a friend in co-op mode. 
 
Linked by a stretchy belly, you’ll need to bark, bite and bounce your way through obstacles and challenges set across the dog-themed worlds of Food, Sleep and Play.","[268435464, 268435465, 268435487, 268435488]",,,,,1578614400,https://www.igdb.com/games/phogs,,,[23789],"[113656, 113657, 113658, 113659]"
276,,,,,,,0,,62680.0,1517702400,,,,1546214400.0,,,,,,,86378,[62053],,,Fire Emblem (Tentative Title),,[130],,1.0,,,,[145879],,,fire-emblem-tentative-title,,,,,,,,,,1528588800,https://www.igdb.com/games/fire-emblem-tentative-title,,,,
277,,,,"[22324, 22325]",,,0,83.0,65859.0,1526860800,,,,1527120000.0,29.0,[29],,[1],"[5, 31]",,102075,[64925],,,Resident Evil 7: Biohazard - Cloud version,,[130],[1],1.0,17.0,,,[152763],"[212661, 212662, 212663, 212664, 212665, 212666]","[520, 970, 18225, 19686, 25646, 26950, 102584, 103301, 105049, 105269]",resident-evil-7-biohazard-cloud-version,,,,"A cloud-based version of Resident Evil 7 for the Nintendo Switch. 
The base game and all DLC and expansions will be available. 
The game itself isn't available for purchase, instead a ticket must be bought that will give access to the cloud service/game for180 days. 
The game has a 15 minute free trail before a ticket must be purchased to continue playing. 
Only announced for Japan, no other language options available in-game.","[1, 19, 21, 268435461, 268435487]","[1, 19, 21]",,,,1556928000,https://www.igdb.com/games/resident-evil-7-biohazard-cloud-version,19562.0,Cloud version,[20027],[79374]
278,[26448],,,"[27402, 27405]",,,0,5916.0,86314.0,1524614400,,,"[577238, 1192843]",1521072000.0,,,,[1],"[12, 13]",,97980,[88089],,,World Neverland: Daily Life in the Elnea Kingdom,,[130],[3],1.0,,,,[181004],"[346367, 346368, 346369, 346370, 346371]","[37382, 81249, 87485, 99118, 103303, 106987, 112191, 113636, 115308, 115653]",world-neverland-daily-life-in-the-elnea-kingdom,,,"The kingdom simulation game where you immigrate to an imaginary kingdom and enjoy your free life. 
 
This is the latest game of the World Never Land series. This is the imaginary kingdom that lives in the computer. You can walk wherever you wish to go. Beautiful woods, river, farms, stock farms, mines, schools, churches, and castles... And, it simulates the lives of the people who live there finely. 
 
The users who go there and see the real communication with the habitats would feel like they are playing a MMORPG. They would have a boyfriend or a girlfriend and get married, have children, and their children will carry that over. The life in this kingdom is a one-time story that is different every time you play it. This is so much more than the normal game experience and will stay in your heart as a cherished memory forever.","Elnea Kingdom for Nintendo Switch was released on the 15th of March, 2018. This is played fully offline.","[17, 38, 268435468, 268435469]","[17, 38]",,,,1575590400,https://www.igdb.com/games/world-neverland-daily-life-in-the-elnea-kingdom,,,[31613],"[126412, 126413]"
279,,,,,,,0,,,1564444800,,,,1569888000.0,,,,,,,121226,,,,Sniper Elite 3: Ultimate Edition,,[130],,1.656605109082842,,,,[173588],,,sniper-elite-3-ultimate-edition,,,,"Sniper Elite 3 Ultimate Edition features ALL of the content ever released for the game, including four extra campaign levels – foil a plan to assassinate Churchill, and eliminate the Führer himself in thrilling, history-defying missions!",,,,,,1564531200,https://www.igdb.com/games/sniper-elite-3-ultimate-edition,8366.0,Ultimate Edition,[29033],[112425]
280,,,,,,,0,1325.0,81432.0,1553126400,,,,1553126400.0,,,,[1],[14],,116527,[80903],[20],,ACA NEOGEO BASEBALL STARS 2,,[130],,1.445779275703671,1.0,,,[166772],"[293035, 293036, 293038, 293039, 293040]","[96476, 107203, 109606, 113149, 113895, 116352, 116353, 118871, 120268, 121036]",aca-neogeo-baseball-stars-2,,,,BASEBALL STARS 2 is a sports game released by SNK in 1992. Get the full experience with intense graphics and passionate announcers! Time to see some exciting baseball! Use the Power-bat to send the ball flying for an amazing home run! The Auto-Fielding system allows for even beginners to enjoy the intense gameplay.,"[1, 268435470, 536870932]",[1],,,,1574035200,https://www.igdb.com/games/aca-neogeo-baseball-stars-2,9942.0,ACA NEOGEO remake,,[102734]
281,,,,[23114],,,0,,82290.0,1536537600,,,,,,,,[1],[5],,109270,"[70354, 70355]",,,SEGA AGES SPACE HARRIER,,[130],[4],1.668604802481924,9.0,,,[159075],"[334814, 334815, 334816, 334817, 334818, 334819, 334820, 334821]","[19164, 26950, 103281, 103292, 103298, 103301, 103303, 105049, 106805, 106987]",sega-ages-space-harrier,,,,"Goal: Destroy all enemies. Harrier is in a constant state of motion as he traverses the Fantasy Zone. Can he eliminate all evil, supernatural beasts in order to save Dragon Land? Use your jet laser cannon to shoot while dodging obstacles. Can you beat all stages and reach the end? Play SEGA AGES Space Harrier today!","[1, 17, 268435461]","[1, 17]",,,,1570320000,https://www.igdb.com/games/sega-ages-space-harrier,12857.0,SEGA AGES,,[117592]
282,,,,,,,0,,68024.0,1534896000,,,[1682838],1535587200.0,,,,"[1, 2, 4]",[10],,107229,[69067],,,Chiki-Chiki Boxy Racers,,[130],[3],1.44578216048949,2.0,,,[157472],,"[27378, 78511, 80382, 87673, 103018, 104983, 107196, 107215, 109292, 120268]",chiki-chiki-boxy-racers,,,,,"[40, 268435466]",[40],,,,1575763200,https://www.igdb.com/games/chiki-chiki-boxy-racers,,,[21794],
283,[23631],,,[23425],,,0,,69817.0,1542240000,,,[1744479],1545264000.0,,,,"[1, 2]",[9],,112100,"[71830, 71831]","[194, 1001]",,Funghi Explosion,,[130],[4],1.0,1.0,,,[161502],"[268094, 268278, 268279, 268280, 268281]","[10603, 19222, 41349, 87507, 88511, 89132, 90788, 95776, 106992, 109129]",funghi-explosion,,,,"Easy to play alone and fun with a friend, this puzzle game is great for beginner or veteran alike. The rules are simple: gather up three of the same Funghi to make them disappear.","[268435465, 536871106, 536871913]",,,,,1543536000,https://www.igdb.com/games/funghi-explosion,,,,[94961]
284,,52.5,4.0,,,,0,,34147.0,1506470400,,,"[185799, 355306]",1521763200.0,,,,[1],[8],,69014,[60477],"[117, 151, 2049, 4134, 4154, 5095]",,Castle of Heart,,[130],[4],1.0,4.0,80.0,1.0,[147971],"[149151, 149152]","[19150, 20150, 23733, 26226, 36198, 55173, 55190, 56033, 58114, 89597]",castle-of-heart,,,,Castle of Heart is a medieval action platformer by 7 Levels.,"[1, 22, 268435464, 536871029, 536871063, 536872961, 536875046, 536875066, 536876007]","[1, 22]",,66.25,5.0,1579737600,https://www.igdb.com/games/castle-of-heart,,,"[18275, 18276]",[72620]
285,[26329],,,[26985],,,0,,85046.0,1571011200,,,,1571356800.0,,,,[1],"[7, 8]",,124130,[87448],,,ZikSquare,,[130],,1.0,,,,[179979],"[342068, 342069, 342071, 342073, 342074, 342075]","[1070, 63138, 63933, 84922, 86847, 88903, 94873, 96452, 110594, 115276]",ziksquare,,,,"The music score becomes the game ! Compose your music-level and play it in this fusion of a platformer and a music editor ! 
 
ZikSquare brings you a new concept ! 
 
Each musical note is played by the game and is a block that your character has to slide on, to jump on or to dodge.","[268435463, 268435464]",,,,,1574467200,https://www.igdb.com/games/ziksquare,,,[31290],[125014]
286,[23515],,,,,,0,,69256.0,1541548800,,,,1543449600.0,,,,[1],[13],,111759,[71366],[1103],,Professional Farmer: Nintendo Switch Edition,,[130],,6.862727588682529,,,,[160861],"[258856, 258857, 258858, 258859, 258860, 258861]","[36258, 79134, 87210, 101573, 105264, 106008, 109462, 117665, 119119, 121755]",professional-farmer-nintendo-switch-edition,,,,"Get ready for the rural lifestyle! Professional Farmer is set on your own farm! Enjoy the life of a farmer with all its amazing tasks and challenges! Drive your original vehicles, cultivate your fields, take care of your animals and market your produce! Different seasons and weather conditions guarantee realistic game fun.","[268435469, 536872015]",,,,,1542412800,https://www.igdb.com/games/professional-farmer-nintendo-switch-edition,,,,[93372]
287,,,,,,,0,3038.0,90000.0,1551398400,,,[1774428],1578355200.0,,,,[1],[14],,115712,,"[78, 726]",,Detective Conan Skateboard Run: Kaito Kid and the Mysterious Treasure,,[130],[2],1.0,3.0,,,[185436],"[353442, 353443, 353444, 353445, 353446, 353447, 353448, 353449, 353450]","[4052, 28010, 57372, 72812, 107203, 113895, 116353, 118871, 120268, 121036]",detective-conan-skateboard-run-kaito-kid-and-the-mysterious-treasure,,,,"A skateboarding game based on the Detective Conan series, exclusive to Japan.","[1, 268435470, 536870990, 536871638]",[1],,,,1579737600,https://www.igdb.com/games/detective-conan-skateboard-run-kaito-kid-and-the-mysterious-treasure,,,"[33277, 33278]",
288,[23386],,,,,,0,,68889.0,1539388800,,,[1744020],1540425600.0,,,,[1],"[8, 9, 10, 31]",,110881,[70846],,,Car Quest,,[130],[2],1.445775230718781,,,,[159977],"[257689, 257690, 257691, 257692, 257693, 257694]","[236, 1039, 24426, 28070, 65503, 106987, 106992, 110503, 115653, 116681]",car-quest,,,,Buckle-up for an epic road trip through a colorful world of puzzles and adventure. Use driving skills and puzzle solving abilities to find missing artifacts and piece together the broken world of Blocktaria.,"[17, 268435464, 268435465, 268435466, 268435487]",[17],,,,1539820800,https://www.igdb.com/games/car-quest,,,[22652],"[91837, 92000, 92001, 92002]"
289,[25488],,,,,,0,,82665.0,1561939200,,,,1564012800.0,,,,[2],"[10, 33]",,120268,[80807],,[9665],Zombie Driver: Immortal Edition,,[130],,1431.951475008784,,,,[171992],"[314628, 314629, 314630]","[22799, 87668, 87728, 89025, 90965, 105011, 111151, 113895, 117939, 118871]",zombie-driver-immortal-edition,,,,"New and specially improved version of the zombie smashing hit, exclusively for the Xbox One. Insane mix of cars, speed, explosions, blood and zombies! Fight through an epic narrative campaign or test yourself in the Slaughter and Blood Race modes. Engage huge bosses, save survivors, drive crazy vehicles such as a bulldozer, fire truck or even a tank and smash everything in your way. Take part in the Blood Race tournament - chase other cars and take them down without mercy on brutal racing tracks. Jump into the Slaughter mode and survive as long as possible on specially crafted arenas. Experience super smooth gameplay at 60 frames per second and extra crisp visuals. Zombie Driver Ultimate Edition includes all DLC content that was ever created for the game.","[1, 268435466, 268435489]",[1],,,,1574121600,https://www.igdb.com/games/zombie-driver-immortal-edition,20668.0,Immortal Edition,[31289],[116429]
290,,,,[25986],,,0,3752.0,80841.0,1568073600,,,[1778272],1609372800.0,,,,[1],[13],,122290,[84262],[45],,"Momotaro Dentetsu: Showa, Heisei, Reiwa mo Teiban!",,[130],[3],1.0,4.0,,,[175489],,"[5505, 36258, 44242, 79134, 85546, 87210, 101573, 109462, 117717, 120300]",momotaro-dentetsu-showa-heisei-reiwa-mo-teiban,,,,,"[28, 268435469, 536870957]",[28],,,,1568073600,https://www.igdb.com/games/momotaro-dentetsu-showa-heisei-reiwa-mo-teiban,,,[29854],[116490]
291,[25507],81.6666666666667,7.0,"[23847, 23848]",,,0,3237.0,81583.0,1550016000,,,[1746569],1556236800.0,,,,"[1, 3]","[8, 9]",,115281,"[74484, 74485, 74486, 74487]",[4527],,BOX BOY! + BOX GIRL!,,[130],[4],4.120426615031465,17.0,95.0,2.0,[165118],"[284056, 284057, 284058, 284059, 284060, 284061, 284062]","[19222, 28070, 28528, 55190, 87507, 95776, 110503, 115276, 116681, 119702]",box-boy-plus-box-girl,,,,"""The fan-favorite puzzle series is back for the first time on Nintendo Switch with a brand new game! In addition to 270 new levels, two players can work as a team to solve puzzles in a new co-op mode. As a bonus, players who complete the game can access a new adventure starring Qudy.""","[268435464, 268435465, 536875439]",,,88.33333333333334,9.0,1572998400,https://www.igdb.com/games/box-boy-plus-box-girl,,,[24910],[100101]
292,,,,,,,0,,64111.0,1519084800,,,,1519257600.0,,,,[2],[5],,87818,[63465],[166],,Kyogeki Quartet Fighters,,[130],,1.0,2.0,,,[147985],,"[10209, 10212, 10213, 70708, 103281, 103292, 103298, 103301, 105049, 106805]",kyogeki-quartet-fighters,,,,,"[268435461, 536871078]",,,,,1575849600,https://www.igdb.com/games/kyogeki-quartet-fighters,,,,
293,[23869],,,,,,0,,70787.0,1546214400,,,,1547683200.0,,,,[1],"[7, 8, 31]",,113485,"[73070, 73071]",[19300],,Octahedron: Transfixed Edition,,[130],,1.445778115533162,1.0,60.0,3.0,[162916],"[276752, 276753, 276754, 276755, 276756, 276757]","[28070, 29032, 55190, 76412, 89597, 110503, 111130, 116681, 118313, 121524]",octahedron-transfixed-edition,,,,"Surf through a pulsating underworld on platforms YOU pull from thin air, where and when you want, in this psychedelic action platformer. Unlock devastating abilities across 50+ handcrafted levels as you defy gravity to a pumping beat. 
 
Enjoy brand new features & content exclusive to the Transfixed Edition: New time trial medals, dozens of new special challenges and new post-game unlockables.","[268435463, 268435464, 268435487, 536890212]",,,60.0,3.0,1577664000,https://www.igdb.com/games/octahedron-transfixed-edition,89749.0,Transfixed Edition,[24140],"[98611, 121335]"
294,,,,,,,0,,66232.0,1527465600,,,[1457489],1527206400.0,,,,,,1.0,102789,[73001],,,Jumping Joe & Friends,,[130],,1.0,,40.0,0.0,[163321],"[213598, 213599, 213600, 213601, 213602]",,jumping-joe-and-friends,,,,The creators of Robonauts and Astro Bears Party proudly present a new title perfect for intense playtimes with your friends and family.,,,,40.0,0.0,1547164800,https://www.igdb.com/games/jumping-joe-and-friends,,,,
295,[13847],74.6666666666667,10.0,,,[104790],3,1323.0,70432.0,1493856000,,,[102919],1501200000.0,,,,"[1, 2]",[33],,28445,"[46510, 52501, 72518]","[16, 687, 960, 2152, 4134, 4224, 4239, 5328, 7591, 8680, 11631]",,NAMCO MUSEUM,,[130],,1.445778115533162,11.0,79.0,2.0,"[100839, 100840]","[114242, 114243, 114244, 114245, 166818, 166819, 166820, 166821, 166822, 166823, 166824, 166825]","[19150, 22387, 23733, 27419, 36198, 55173, 55190, 75242, 76110, 120268]",namco-museum,,,,Popular Namco games collected on Nintendo Switch.,"[1, 268435489, 536870928, 536871599, 536871872, 536873064, 536875046, 536875136, 536875151, 536876240, 536878503, 536879592, 536882543]",[1],,76.83333333333334,12.0,1579564800,https://www.igdb.com/games/namco-museum,,,[15159],
296,,,,,,,0,,68596.0,1527811200,,,,1527724800.0,,,,,,,103106,,,,Johnny Turbo's Arcade Joe and Mac Caveman Ninja,,[130],,1.0,,,,[159260],,,johnny-turbos-arcade-joe-and-mac-caveman-ninja,,,,"Grab your club and get ready to go on a wild, prehistoric adventure with the Cavemen Ninjas - Joe & Mac! Help Joe and Mac, two cavemen who fight against enemy cavemen and dinosaurs using prehistoric weapons. 
 
The game stars the green-haired Joe and the blue-haired Mac, cavemen who battle through numerous prehistoric levels using weapons such as boomerangs, bones, fire, flints, electricity, stone wheels, and clubs. The objective of the game is to rescue the ""Cave Babes"" who were kidnapped by a rival tribe of cavemen. Play alone or together with a friend on Co-Op.",,,,,,1557014400,https://www.igdb.com/games/johnny-turbos-arcade-joe-and-mac-caveman-ninja,,,,[106790]
297,,,,,,,0,,,1560643200,,,,1559260800.0,,,,[1],"[8, 31, 33]",,119509,[81187],,,Geki Yaba Runner Anniversary Edition,,[130],,1.464770344147081,,,,[171505],,"[28070, 51485, 75239, 87514, 89597, 105020, 110503, 115276, 115580, 116681]",geki-yaba-runner-anniversary-edition,,,,"Who are you? A charming little gnome. What’s your mission? To save an innocent princess from her dismal fate. To achieve this, all you have to do is run. Sounds simple enough. Let’s not forget though, that in general, gnomes are not what you’d normally call “the running type.” But don’t be fooled – the blood of a raging beast flows through the veins of this little leprechaun. So what are you waiting for? Take control of this adorable gnome and save the princess!","[268435464, 268435487, 268435489]",,,,,1562112000,https://www.igdb.com/games/geki-yaba-runner-anniversary-edition,,,,[109701]
298,[27259],,,,,,0,,93050.0,1582156800,,,,1582156800.0,,,,[1],"[9, 15]",,130042,"[93387, 93388]",,,Lines XL,,[130],,1.0,,,,[189280],,,lines-xl,,,,"Lines XL - beautiful Numberlink-based puzzle game involving finding paths to connect colored tiles in a grid. 
 
500 brain-teasing Numberlink puzzles 
Beautiful abstract visuals 
More than 10 color themes 
Ambient relaxing soundtracks",,,,,,1582156800,https://www.igdb.com/games/lines-xl,,,,
299,[27329],,,,,,0,,93718.0,1582416000,,,[1858234],1582675200.0,,,,,,,130981,[93807],,,Portal Dogs,,[130],,1.0,,,,[190290],,,portal-dogs,,,,,,,,,,1583193600,https://www.igdb.com/games/portal-dogs,,,,
300,,,,[23974],,,0,,72132.0,1551398400,,,[1775653],1552521600.0,,,,"[1, 3]","[12, 33]",,115662,"[75191, 75192]",,,Machi Knights: Blood Bagos,,[130],"[2, 3]",3.006019722202703,1.0,,,[165842],"[291515, 291516, 291517]","[54775, 81249, 96217, 101608, 103168, 103303, 106987, 115278, 119171, 120268]",machi-knights-blood-bagos,,,,"Thwart the villain Kenos’ plans to resurrect Bagos, a gargantuan weapon from ancient times! Pilot the Machi Knights, giant weapons that make up the legacy of an ancient kingdom that fell to ruin, and take down enemies to surge forward in this new action RPG.","[1, 17, 40, 268435468, 268435489]","[1, 17, 40]",,,,1557532800,https://www.igdb.com/games/machi-knights-blood-bagos,,,[25200],[107104]
301,,,,,,,0,,43191.0,1507766400,,,[187388],1506556800.0,,,,,[8],,74349,[61726],[2049],,Tower of Babel,,[130],,1.0,,,,[123144],"[177142, 177143, 177144, 177145, 177146, 177147]","[1070, 19150, 19917, 20342, 55190, 63138, 77529, 89597, 96452, 115276]",tower-of-babel--1,,,,A medieval themed runner game.,"[268435464, 536872961]",,,,,1517961600,https://www.igdb.com/games/tower-of-babel--1,,,,
